time_s,time_e,event_s,event_e,player_1,player_2,player_3,player_4,player_5,team_id,game_id,period
7200,2350,293,377,48ec4e6c52f418d5ca4ef510ba473ea0,616281dee946056b071699476fdee9ec,e814950408915f43de2b079dce7c21c5,99104de2626f67c1fa2ce70504970c3f,d81d912f81fa43178f423aa89a713e96,45ba8fc87f55b1191c50c400dc7ed11c,006728e4c10e957011e1f24878e6054a,3
2350,1950,377,394,48ec4e6c52f418d5ca4ef510ba473ea0,616281dee946056b071699476fdee9ec,e814950408915f43de2b079dce7c21c5,99104de2626f67c1fa2ce70504970c3f,4ef3dae16c436459ff05156abca5cebd,45ba8fc87f55b1191c50c400dc7ed11c,006728e4c10e957011e1f24878e6054a,3
1950,1360,395,411,48ec4e6c52f418d5ca4ef510ba473ea0,4413c19cf092bda39332d7833c90bfe6,e814950408915f43de2b079dce7c21c5,44230324724c84f122ac62a5f0918314,4ef3dae16c436459ff05156abca5cebd,45ba8fc87f55b1191c50c400dc7ed11c,006728e4c10e957011e1f24878e6054a,3
1360,0,411,435,4dd3d6a51dc97c651d3a86eec4362a1f,4413c19cf092bda39332d7833c90bfe6,e814950408915f43de2b079dce7c21c5,44230324724c84f122ac62a5f0918314,4ef3dae16c436459ff05156abca5cebd,45ba8fc87f55b1191c50c400dc7ed11c,006728e4c10e957011e1f24878e6054a,3
7200,3750,438,514,44230324724c84f122ac62a5f0918314,4ef3dae16c436459ff05156abca5cebd,4413c19cf092bda39332d7833c90bfe6,5cce6ffa455e6372d9de0de400482ab6,4dd3d6a51dc97c651d3a86eec4362a1f,45ba8fc87f55b1191c50c400dc7ed11c,006728e4c10e957011e1f24878e6054a,4
3750,2110,515,548,48ec4e6c52f418d5ca4ef510ba473ea0,4ef3dae16c436459ff05156abca5cebd,99104de2626f67c1fa2ce70504970c3f,5cce6ffa455e6372d9de0de400482ab6,4dd3d6a51dc97c651d3a86eec4362a1f,45ba8fc87f55b1191c50c400dc7ed11c,006728e4c10e957011e1f24878e6054a,4
2110,0,548,584,48ec4e6c52f418d5ca4ef510ba473ea0,4ef3dae16c436459ff05156abca5cebd,99104de2626f67c1fa2ce70504970c3f,5cce6ffa455e6372d9de0de400482ab6,e814950408915f43de2b079dce7c21c5,45ba8fc87f55b1191c50c400dc7ed11c,006728e4c10e957011e1f24878e6054a,4
7200,3100,2,82,8d2127290c94bd41b82a2938734bc750,766802a8fda500d7945950de7398c9c6,42e0d7167f04a4ff958c6442da0e6851,c5dd5b2e3b975f0849d9b74e74125cb9,618f6d58ab2881152607c2a6e057bc51,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,1
3100,2390,82,96,8d2127290c94bd41b82a2938734bc750,766802a8fda500d7945950de7398c9c6,f4a5ca938177c407a9dab5412e39498f,c5dd5b2e3b975f0849d9b74e74125cb9,618f6d58ab2881152607c2a6e057bc51,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,1
2390,1850,97,115,5db9c1c8184510fee8161e7fafdc9c49,766802a8fda500d7945950de7398c9c6,f4a5ca938177c407a9dab5412e39498f,c5dd5b2e3b975f0849d9b74e74125cb9,ae53f8ba6761b64a174051da817785bc,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,1
1850,0,115,152,5db9c1c8184510fee8161e7fafdc9c49,766802a8fda500d7945950de7398c9c6,f4a5ca938177c407a9dab5412e39498f,2ad626904c8b28cceb8e12c624a84240,ae53f8ba6761b64a174051da817785bc,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,1
7200,5680,158,187,ae53f8ba6761b64a174051da817785bc,2ad626904c8b28cceb8e12c624a84240,c5dd5b2e3b975f0849d9b74e74125cb9,5db9c1c8184510fee8161e7fafdc9c49,f4a5ca938177c407a9dab5412e39498f,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,2
5680,4770,187,198,ae53f8ba6761b64a174051da817785bc,2ad626904c8b28cceb8e12c624a84240,c5dd5b2e3b975f0849d9b74e74125cb9,5db9c1c8184510fee8161e7fafdc9c49,42e0d7167f04a4ff958c6442da0e6851,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,2
4770,650,200,273,766802a8fda500d7945950de7398c9c6,618f6d58ab2881152607c2a6e057bc51,c5dd5b2e3b975f0849d9b74e74125cb9,8d2127290c94bd41b82a2938734bc750,42e0d7167f04a4ff958c6442da0e6851,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,2
650,0,273,288,766802a8fda500d7945950de7398c9c6,5db9c1c8184510fee8161e7fafdc9c49,c5dd5b2e3b975f0849d9b74e74125cb9,8d2127290c94bd41b82a2938734bc750,42e0d7167f04a4ff958c6442da0e6851,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,2
7200,4020,293,351,8d2127290c94bd41b82a2938734bc750,766802a8fda500d7945950de7398c9c6,42e0d7167f04a4ff958c6442da0e6851,c5dd5b2e3b975f0849d9b74e74125cb9,618f6d58ab2881152607c2a6e057bc51,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,3
4020,2350,351,375,8d2127290c94bd41b82a2938734bc750,766802a8fda500d7945950de7398c9c6,42e0d7167f04a4ff958c6442da0e6851,c5dd5b2e3b975f0849d9b74e74125cb9,5db9c1c8184510fee8161e7fafdc9c49,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,3
2350,1950,375,393,f4a5ca938177c407a9dab5412e39498f,766802a8fda500d7945950de7398c9c6,42e0d7167f04a4ff958c6442da0e6851,c5dd5b2e3b975f0849d9b74e74125cb9,5db9c1c8184510fee8161e7fafdc9c49,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,3
1950,0,393,435,f4a5ca938177c407a9dab5412e39498f,2ad626904c8b28cceb8e12c624a84240,42e0d7167f04a4ff958c6442da0e6851,c5dd5b2e3b975f0849d9b74e74125cb9,5db9c1c8184510fee8161e7fafdc9c49,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,3
7200,6930,438,446,2ad626904c8b28cceb8e12c624a84240,42e0d7167f04a4ff958c6442da0e6851,c5dd5b2e3b975f0849d9b74e74125cb9,5db9c1c8184510fee8161e7fafdc9c49,f4a5ca938177c407a9dab5412e39498f,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,4
6930,6560,446,450,2ad626904c8b28cceb8e12c624a84240,42e0d7167f04a4ff958c6442da0e6851,766802a8fda500d7945950de7398c9c6,5db9c1c8184510fee8161e7fafdc9c49,f4a5ca938177c407a9dab5412e39498f,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,4
6560,5980,450,461,2ad626904c8b28cceb8e12c624a84240,8d2127290c94bd41b82a2938734bc750,766802a8fda500d7945950de7398c9c6,5db9c1c8184510fee8161e7fafdc9c49,f4a5ca938177c407a9dab5412e39498f,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,4
5980,5200,461,484,2ad626904c8b28cceb8e12c624a84240,8d2127290c94bd41b82a2938734bc750,766802a8fda500d7945950de7398c9c6,c5dd5b2e3b975f0849d9b74e74125cb9,f4a5ca938177c407a9dab5412e39498f,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,4
5200,3750,484,512,2ad626904c8b28cceb8e12c624a84240,8d2127290c94bd41b82a2938734bc750,766802a8fda500d7945950de7398c9c6,c5dd5b2e3b975f0849d9b74e74125cb9,42e0d7167f04a4ff958c6442da0e6851,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,4
3750,2290,512,543,618f6d58ab2881152607c2a6e057bc51,8d2127290c94bd41b82a2938734bc750,766802a8fda500d7945950de7398c9c6,c5dd5b2e3b975f0849d9b74e74125cb9,42e0d7167f04a4ff958c6442da0e6851,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,4
2290,0,543,584,618f6d58ab2881152607c2a6e057bc51,2ad626904c8b28cceb8e12c624a84240,766802a8fda500d7945950de7398c9c6,c5dd5b2e3b975f0849d9b74e74125cb9,42e0d7167f04a4ff958c6442da0e6851,01be0ad4af7aeb1f6d2cc2b6b6d6d811,006728e4c10e957011e1f24878e6054a,4
